ID,Text,Sentiment
464,b'Frame for your Profil Picture.\n#Ukraine https://t.co/hUQvVFsSqq',1
465,"b'\xe2\x9d\x97Victoria Roshchina has been rescued from captivity and will soon meet with relatives and friends, said Deputy Head of the Office of the President Kyrylo Tymoshenko.\n \n              #StopRussia #StopPutin\n              #Ukraine #World #EU #European #USA'",1
466,b'You can directly #help families in #Ukraine today!\xf0\x9f\x91\x87\n\nhttps://t.co/7i26P8UhWi',1
467,"b'read the pinned tweet @UkraineGO1 \n#RussianUkrainianWar,#UkraineRussianWar,#Ukraine,#UkraineWar,#HelpUkraine,#Charity,#Crypto,#NFT,#NFTs,#NFTCollection,#nftcollector,#NFTCommumity,#NFTLaunch,#NFTdrop,#opensea,#ETH,#BNB,#MATIC,#WETH,#WBTC,#WBNB,#USDT,#USDC,#BUSD,#UkraineGO'",0
468,"b""#Ukraine arrests yet another 'Zelensky hit squad of 25 sent by #Putin' https://t.co/MEFjO2ZcNc via @MailOnline""",1
469,"b'#vASN: Geopolitics and the War in #Ukraine. Wedn, 03/23, 1:00-2:30 PM ET (Eastern Time) / 7:00-8:30 PM EET (Eastern European Time). Zoom reg: https://t.co/tgS7yOGt37\n@ZsuzsaCsergo, @GwendolynSasse, @o_haran, Peter Rutland, David Shullman, and @JimGoldgeier https://t.co/Dz10LqTI0C'",0
470,"b'#BREAKING NOW: U.N. Chief Says 10 MILLION #People Displaced By #UkraineWar.  ""Appalling Human Suffering"" RAW CLIP\n\n#putin #Ukraine\xef\xb8\x8f #Russia #RussianUkrainianWar #Kyiv https://t.co/A3kDIraa8s'",0
471,b'SLAVE UKRAINE\nDuncan supporting Ukraine\nProceeds will be donated to help Ukrainian Refugees!\nhttps://t.co/evxW1DQOgw\nShare and ReTweet Please\n#nft #nftart #cryptoart #digitalart #nftcollector #nftcommunity #opensea #SlavaUkraine #Donations #SupportUkraine #Ukraine',1
472,b'Tommy Robinson after finding out #NazaninZaghariRatcliffe is coming back and UK will be allowing people from #Ukraine into the country.... https://t.co/IHFaiuH9VV',1
473,b'#BreakingNews \n\n\xe2\x9c\x85@DraganflyInc \xf0\x9f\x91\x89 $DPRO \n\xe2\x9c\x85Receives Order for Critical Lifesaving #Drones from Revived Soldiers Ukraine for Immediate Deployment to #Ukraine.\n\nhttps://t.co/LZdRNd8uT2\n\n$CSCO $DASH $LCID $AFRM $SPX $MTTR $DVN $RIVN $AMD $FSLY $QDEL $AMAT $DWAC $PYPL $ES $AMZN $F https://t.co/lmsEsVq5L9',1
474,"b'#DNR/#LNR forces have broken through Ukrainian defensive lines, capturing some villages. I expect big gains in the next days. #Russia #Ukraine #UkraineRussianWar'",0
475,b'WHAT IS THE UKRAINE WAR LEADING TO? WHAT WILL THE FUTURE BRING? \n\nhttps://t.co/fRnzagSHTZ\n\n#Ukraine #Russia #UkraineUnderAttack #RussiaUkraineWar #UkraineWar #RussiaUkraineCrisis #UkraineRussia #Donbass #Donbas #Kiev #Kyiv #Donetsk #Lugansk #Luhansk #Peace #Prosperity #Success https://t.co/LFY7Jd4pPS',0
476,b'@KyivIndependent I am #German and so #European and I accept and love #Ukraine.',1
477,b'@JamiiForums @MpondaSabinus I will rather fight with #Russia  with the whole world than supporting barbaric democratic propaganda raised by #USA #EU and #NATO \n#IStandWithRussians #istandwithputin',0
478,b'\xe2\x9a\xa0\xef\xb8\x8f NATO believes that #Belarus may soon join a full-scale war against #Ukraine\n\nThis was reported by #US and #NATO officials in a commentary to CNN.\n\n#StandWithUkraine #UkraineRussianWar #Warinukraine #putin #putinhitler #StopPutinNOW #StopWarInUkraine #stopwar #news #terrorussia https://t.co/swoljYrXxx',0
479,b'Senior US defense official: Some Russian soldiers have gotten frostbite due to lack of appropriate gear. #Russia #Ukraine https://t.co/ErC1zCr7Pb',0
480,"b""Prime Minister #NarendraModi and his British counterpart #BorisJohnson discussed Russia's invasion of #Ukraine, the PMO said, with both leaders agreeing that Kyiv's integrity and territorial sovereignty must be respected.\n\nhttps://t.co/vhU90K4EzJ""",1
481,"b'@ThePegxsu Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
482,b'#NATO\nSimple Question for my XYZ Haters at my location?\nAre you for the Independence of #Ukraine?Are you supporting Ukraine people?Are you for the Slavic people?Are you for all folks in the Ukraine Republic?\nAre you just for a specific region in Ukraine?\nAre you hating everyone? https://t.co/YIHl8tL1xJ',0
483,b'Doug Ford - Conserapiggy #DougFord #Cdnpoli #conservatives #Ontario #decolabels #tacobell #jabbathehutt #ukraine #butter https://t.co/UKM3FMRFRU',0
484,"b""You can find out more about the work  @BritUkrAid is doing to help those most affected by Russia's invasion of #Ukraine in this Facebook post announcing the @JustGiving appeal. /2\n\nhttps://t.co/m7muQbLaKo""",1
485,"b'@SamuraiCeng Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
486,"b'@Lilimpcutie Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
487,b'Big Bear poppin capitalist slaves droppin \xf0\x9f\x87\xa6\xf0\x9f\x87\xb4 #Russia https://t.co/BlKftnu09w',0
488,"b'Has @JoeBiden consulted @elonmusk about a possible Russian cyber attack? If not, why not?\n#Russia #CyberAttack #Russian #russiancyberattack #ElonMusk #USA'",0
489,"b'Before the invasion of Ukraine, the Russian ex-pat community in Dubai already numbered in the tens of thousands. That number surely is growing. #Ukraine War #refugees https://t.co/mFEu5yDXhN'",0
490,b'Russian will not put on pause its military action against Ukraine while conducting peace talks\n#Russia #Ukraine #UkraineRussiaWar\nhttps://t.co/cmFCNmJz0J',0
491,b'Infamous Canadian sniper rumoured to have died in Ukraine is alive and well\nhttps://t.co/r59KFtOS3Y\n\n#RussianUkrainianWar #UkraineRussianWar #UkraineUnderAtta\xd1\x81k #RussiaInvadedUkraine #StandWithUkraine #ForeignLegion #StopRussianAgression',1
492,"b'In #Ukraine and the world over, people are losing everything they have because of violent conflict. Urge Home Secretary @pritipatel to take compassionate action for the world\xe2\x80\x99s #refugees, and rethink the harmful Nationality &amp; Borders Bill https://t.co/fWGdTiYWfX #RefugeesWelcome'",0
493,"b'@SkylerFleur Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
494,"b'Axios\xe2\x80\x99 report on news outlets finding \xe2\x80\x9ccreative ways\xe2\x80\x9d to get around #Russia\xe2\x80\x99s block of factual news and information: #VOA digital strategy chief Matthew Baise says, \xe2\x80\x9c\xe2\x80\xa6we have had long-standing relationships with circumvention vendors\xe2\x80\xa6\xe2\x80\x9d \nhttps://t.co/MMYkut6uc3'",1
495,b'If you are not a part of the Solution you are definitely part of the Problem \n#Russia #Ukraine #Putin \n#Zelensky https://t.co/MMgkIS9Fw3',0
496,b'22/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Mariupol  #Odesa #Kherson   ** Verified** https://t.co/GDBh294gRm',1
497,"b'#US State Department: Coordinating with #France, #Italy, #Britain and #Germany to isolate #Russia internationally'",1
498,"b'@hotasshilly Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
499,"b'@Denizzm48524303 Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
500,"b""Not looking good in #Mariupol, but as I said before, whatever happens, it's a victory for #Ukraine.\n\nTook Russia so long, concentrated so much firepower that other places had time to prepare and fortify. \n\nhttps://t.co/BG36tFQ7Zu""",1
501,b'What the fuck oh Ki kaka sa \n@POTUS @Journal_UN_ONU #Ukraine\xef\xb8\x8f #UkraineRussianWar #UkraineUnderAtta\xd1\x81k #Russia #RussiaInvadedUkraine https://t.co/T1qwwFBR5F',0
502,"b'Our current plurality-wins elections cause division and dysfunction, making us susceptible to disinfo and interference. Yet America has mostly stood strong to #DefendDemocracy in #Ukraine. We need #RankedChoiceVoting to incentivize unity going forward. https://t.co/1IUBjVU1fJ'",1
503,b'No wonder Western Europeans loathe #Russia and everything #Russian',0
504,b'Cool volunteer opportunity! A friend is looking for a stellar #graphic #designer to design for a refugee crisis board game for a large nonprofit. Ideally you have some game design experience. Ping me if interested! #ukraine #in4ukraine #innovation #gaming\xe2\x80\xa6https://t.co/uUygOL4Ybt',1
505,"b""Is this guy serious?\n\nWe're banning Facebook, Twitter and Netflix in Russia\n\nThey're banning the export of oil, wheat and other minerals aka ACTUAL STUFF to the West\n\nWho's worse off here..?\n\n#Russia #Ukraine #putin #Biden #Trump https://t.co/5GEbocNm8L""",0
506,b'Look at what our u11 Galaxy team achieved at the weekend \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb \nAn 8 mile walk to raise almost \xc2\xa32000 for @Ukraine \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb \nPlease show your love with retweets and likes for the boys \xf0\x9f\x92\x99\xf0\x9f\x92\x9b\n@TheBoltonNews #bolton #ukraine #grassroots @FootballGrf @SportinBolton https://t.co/jhmiLnjJt9',1
507,"b'CLAIM 300,000,000 WAVES TRON COIN in Trust Wallet\n\nLink: \xf0\x9f\x91\x87 https://t.co/A4HUmR8FCy\n\n#waves #Airdrop #cryptocurrency\n#Russia #cryptocurrencies\n#AirdropCrypto https://t.co/Unolel548n'",0
508,b'#Palestinian\nAccording to western media:\n\nHeroism.                              Terrorism\n#Ukraine                           #Palestine https://t.co/cS85s4eSHQ',0
509,b'Nasty #Russia\n\nYet there are many who support the aggressors. #sad https://t.co/dKffyi970a',0
510,b'Round The World With The Indus Post\n\nhttps://t.co/9mGUGAJgHP\n\n#Bengalkillings #violence #Vikramadityasingh  #Laluprasad #AIIMS #Japan #Russia #Chinaplanecrash #Islamophobia #OICmeeting #ImranKhan #Fraudcase #Rohingyagenocide #Myanmar #trending #roundtheworld #theinduspostnews https://t.co/oeseMXTMmy',0
511,"b'\xe2\x80\x9cThe House Intelligence Committee is urging the U.S. spy community to track, preserve &amp; whenever possible, declassify information about potential Russian war crimes in #Ukraine .. sent .. to Director of National Intelligence Avril Haines ..\xe2\x80\x9d https://t.co/cyJwo1rwQY @politico'",1
512,b'#UKRAINE: A pair of defending Ukrainian T-64 tanks in the center of Mariupol city. https://t.co/tyvRatiWmC',0
513,"b""Stop #Russia NOW!\nWe need #NATO to support #Ukraine\xef\xb8\x8f with boots on the ground before it's too late.\nDon't be fooled by #Putin's threats with #nuclearweapons. Only a strong response to Russia's actions will avoid a nuclear #WWIII.\n#StopRussia #NATOINUKRAINENOW https://t.co/q17S7l3IMM""",0
514,"b""#Maryland and #Georgia have halted collection of gas taxes as #GasPrices soar due to #Inflation.\n\nPrices have been rising since before the invasion of #Ukraine, with critics blaming Biden's policies... https://t.co/2dgKW9YHvW https://t.co/Od44O9v7Tr""",1
515,b'Greek FM intends to accompany humanitarian mission to Mariupol https://t.co/8bKT7mWCIo #UkraineRussiaWar #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAtta\xd1\x81k #UkraineWar',1
